HSCode,Commodity Code,State Code,Supplier Code,Region Code,Country Code,Exported To Code,Exported Month,Year,Export Mode,Material Type Code,Unit of Measure (UoM),From Currency,To Currency,Price,Quantity,Freight Charges In %
90240916,G6,KA777,SE909993,NSA,MX,KGF909,December,2023,RA103,NA,Metric Ton (MT),INR,USD,30,12,5
90240917,G6,KA777,SE909993,NSA,BR,KGF909,December,2023,RA103,NA,Metric Ton (MT),INR,USD,30,14,5
90240918,G6,KA777,SE909993,NSA,MX,KGF909,December,2023,RA103,NA,Metric Ton (MT),INR,USD,30,12,5
90240919,G6,KA777,SE909993,NSA,MX,KGF909,December,2023,RA103,NA,Metric Ton (MT),INR,USD,40,12,5
90240920,G6,KA777,SE909993,NSA,MX,KGF909,December,2023,RA103,NA,Metric Ton (MT),INR,USD,43,14,5
90240921,G6,KA777,SE909993,NSA,MX,KGF909,December,2023,RA103,NA,Metric Ton (MT),INR,USD,45,12,5
90240922,L3,OD898,JSW09993,NSA,MX,NAN009,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,46,12,3.25
90240923,L3,OD898,JSW09993,NSA,MX,NAN009,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,47,14,3.25
90240924,L3,OD898,JSW09993,NSA,MX,NAN009,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,20,12,3.25
90240925,L3,OD898,JSW09993,NSA,MX,NAN009,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,20,12,3.25
90240926,L3,OD898,JIN099933,NSA,MX,NAN009,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,30,14,3.25
90240927,L3,OD898,JIN099933,NSA,MX,NAN009,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,30,12,3.25
90240928,L3,OD898,JIN099933,NSA,MX,NAN009,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,30,12,3.25
90240929,L3,OD898,JIN099933,NSA,MX,WAR515,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,30,14,3.25
90240930,L3,OD898,JIN099933,NSA,MX,WAR515,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,40,12,3.25
90240931,L3,OD898,JIN099933,NSA,BR,WAR515,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,43,12,3.25
90240932,L3,OD898,TATA0999,NSA,BR,WAR515,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,45,14,3.25
90240933,L3,OD898,TATA0999,NSA,BR,WAR515,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,45,12,3.25
90240934,L3,OD898,TATA0999,NSA,BR,WAR515,December,2023,SE102,RAW903,Metric Ton (MT),INR,USD,45,12,3.25
90240935,R3,AP777,SE909993,NSA,BR,ZZP121,December,2023,AR101,FIN004,Metric Ton (MT),INR,USD,30,14,3.25
90240936,R3,AP777,SE909993,NSA,BR,ZZP121,December,2023,AR101,FIN004,Metric Ton (MT),INR,USD,30,12,3.25
90240937,R3,AP777,SE909993,NSA,BR,ZZP121,December,2023,AR101,FIN004,Metric Ton (MT),INR,USD,30,12,3.25
90240938,R3,AP777,SE909993,NSA,BR,ZZP121,December,2023,AR101,FIN004,Metric Ton (MT),INR,USD,30,14,3.25
90240939,R3,TS009,ATV00993,AFR,GH,ZZP121,December,2023,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240940,R3,TS009,HRO09788,AFR,GH,EER121,December,2023,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240941,R3,TS009,ATV00993,AFR,GH,EER121,December,2023,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,14,3.25
90240942,R3,TS009,ATV00993,AFR,SA,EER121,December,2023,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240943,R3,TS009,ATV00993,AFR,SA,EER121,December,2023,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240944,R3,TS009,HRO09788,AFR,SA,SXP243,December,2023,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,14,3.25
90240945,R3,TS009,ATV00993,AFR,NG,SXP243,December,2023,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240946,R3,TS009,ATV00993,AFR,NG,SXP243,December,2023,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240947,R3,TS009,BOT009909,AFR,TN,SXP243,December,2023,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,14,3.25
90240948,R3,TS009,BOT009909,AFR,TN,SXP243,December,2023,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240949,M4,AS009,THE009908,AFR,MA,BOS990,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,12,3.25
90240950,M4,AS009,THE009908,AFR,MA,BOS990,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,14,3.25
90240951,M4,AS009,THE009908,AFR,NM,BOS990,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,12,3.25
90240952,M4,AS009,THE009908,AFR,NM,BOS990,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,12,3.25
90240953,M4,AS009,THE009908,AFR,NM,HYUN002,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,14,3.25
90240954,M4,AS009,THE009908,AFR,nm,HYUN002,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,12,3.25
90240955,M4,AS009,THE009908,AFR,nm,HYUN002,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,12,3.25
90240956,M4,AS009,THE009908,AFR,nm,HYUN002,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,14,3.25
90240951,C5,GJ046,COTS00990,AFR,NM,SPAR002,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,12,3.25
90240952,C5,GJ046,COTS00990,AFR,NM,SPAR002,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,12,3.25
90240953,C5,GJ046,COTS00990,AFR,NM,SPAR002,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,14,3.25
90240954,C5,GJ046,COTS00990,AFR,nm,SPAR002,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,12,3.25
90240955,C5,GJ046,COTS00990,AFR,nm,SPAR002,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,12,3.25
90240956,C5,GJ046,COTS00990,AFR,nm,SPAR002,December,2023,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,14,3.25
10019910,A5,MH904,HRO09788,APAC,CN,ADF001,January,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,25.02,333,2
10061010,A4,WB899,HRO09788,APAC,CN,SUN990,January,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,40,11,3
10061090,A4,WB899,HRO09788,APAC,ID,SUN990,January,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,50,279,3
10062000,A4,WB899,HRO09788,APAC,ID,SUN990,January,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,42.9,120,3
10063010,A4,WB899,HRO09788,APAC,HK,SUN990,January,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,200,150,3
10063020,A3,WB899,HRO09788,APAC,HK,SUN990,January,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,80,50,3
10063090,A4,WB899,HRO09788,APAC,BD,SUN990,January,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,300,50,3
10064000,A4,WB899,HRO09788,APAC,BD,SUN990,January,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,350,39,3
21011110,A2,KA777,SE909993,MIDE,TK,GUJ6A2,January,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,674.99,44,2.5
21011120,A2,KA777,SE909993,MIDE,TK,GUJ6A2,January,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,350,50,2.5
21011130,A2,KA777,SE909993,MIDE,UAE,GUJ6A2,January,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,30,1,2.5
21011190,A2,KA777,SE909993,MIDE,UAE,GUJ6A2,January,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,1015.88,84,2.5
21012010,A1,AS009,HRO09788,MIDE,QT,GUJ6A2,January,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,300,210,1.25
21012030,A1,AS009,HRO09788,MIDE,QT,GUJ6A2,January,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,350,1,1.25
21012090,A1,AS009,HRO09788,MIDE,QT,GUJ6A2,January,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,400,90,1.25
9011111,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,370,131,2.5
9011112,A2,KA777,SE909993,NSA,BR,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,375,45,2.5
9011113,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,21.61,45,2.5
9011119,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,300,171,2.5
9011121,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,125.04,1,2.5
9011129,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,320,125,2.5
9011131,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,571.14,86,2.5
9011132,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,2.51,12,2.5
9011133,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,45.73,14,2.5
9011139,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,483.41,33,2.5
9011141,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,600,50,2.5
9011142,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,888.19,48,2.5
9011143,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,11.01,48,2.5
9011145,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,288.84,26,2.5
9011149,A2,KA777,SE909993,NSA,MX,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,550,50,2.5
9011190,A2,KA777,SE909993,NSA,BR,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,64.44,1,2.5
9011200,A2,KA777,SE909993,NSA,BR,KGF909,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,228.08,3,2.5
9012110,A2,KA777,SE909993,NSA,BR,DED121,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,1.77,1,2.5
9012190,A2,KA777,SE909993,NSA,BR,DED121,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,156.18,16,2.5
9012290,A2,KA777,SE909993,NSA,BR,DED121,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,1.5,1,2.5
9019010,A2,KA777,SE909993,NSA,BR,RDF333,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,5.39,2,2.5
9019020,A2,KA777,SE909993,NSA,BR,RDF333,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,37.66,3,2.5
9019090,A2,KA777,SE909993,NSA,BR,RDF333,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,28.54,2,2.5
9021010,A1,AS009,ATV00993,AFR,GH,GUJ6A2,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,50,2,1.25
9021020,A1,AS009,HRO09788,AFR,GH,SPF121,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,50,6,1.25
9021030,A1,AS009,ATV00993,AFR,GH,SPF121,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,50,1,1.25
9021090,A1,AS009,ATV00993,AFR,SA,SPF121,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,250,12,1.25
9022010,A1,AS009,ATV00993,AFR,SA,ACG243,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,50,8,1.25
9022020,A1,AS009,HRO09788,AFR,SA,ACG243,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,250,31,1.25
9022040,A1,AS009,ATV00993,AFR,NG,ACG243,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,1,1.25
9022090,A1,AS009,ATV00993,AFR,NG,ACG243,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,289.85,14,1.25
9023010,A1,AS009,BOT009909,AFR,TN,WFM990,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,30,11,1.25
9023020,A1,AS009,BOT009909,AFR,TN,WFM990,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,300,252,1.25
9023030,A1,AS009,BOT009909,AFR,MA,WFM990,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,300,10,1.25
9023090,A1,AS009,BOT009909,AFR,MA,WFM990,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,500,46,1.25
9024010,A1,AS009,BOT009909,AFR,NM,SPAR002,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,150,30,1.25
9024020,A1,AS009,BOT009909,AFR,NM,SPAR002,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,200,50,1.25
9024030,A1,AS009,BOT009909,AFR,NM,SPAR002,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,240,129,1.25
9024040,A1,AS009,HRO09788,AFR,nm,SPAR002,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,300,233,1.25
9024060,A1,AS009,BOT009909,AFR,nm,SPAR002,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,71.02,4,1.25
9024090,A1,AS009,BOT009909,AFR,nm,SPAR002,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,300,205,1.25
90240901,P2,GO904,HRO09788,APAC,CN,SWAS001,January,2024,SE102,RAW903,Metric Ton (MT),INR,CNY,25.02,12,3.25
90240902,P2,GO904,HRO09788,APAC,CN,SWAS001,January,2024,SE102,RAW903,Metric Ton (MT),INR,CNY,30,14,3.25
90240903,P2,GO904,HRO09788,APAC,ID,SWAS001,January,2024,SE102,RAW903,Metric Ton (MT),INR,CNY,34.98,12,3.25
90240904,P2,GO904,HRO09788,APAC,ID,SWAS001,January,2024,SE102,RAW903,Metric Ton (MT),INR,CNY,39.96,12,3.25
90240905,P2,GO904,HRO09788,APAC,HK,SWAS001,January,2024,SE102,RAW903,Metric Ton (MT),INR,CNY,44.94,14,3.25
90240906,P2,GO904,HRO09788,APAC,HK,SWAS001,January,2024,SE102,RAW903,Metric Ton (MT),INR,CNY,49.92,12,3.25
90240907,H8,TS0099,SUNO0978,APAC,BD,CH8989,January,2024,RA103,CHE223,Metric Ton (MT),INR,CNY,54.9,12,3.25
90240908,H8,TS0099,SUNO0978,APAC,BD,CH8989,January,2024,RA103,CHE223,Metric Ton (MT),INR,CNY,59.88,14,3.25
90240909,H8,TS0099,SUNO0978,MIDE,TK,CH8989,January,2024,RA103,CHE223,Metric Ton (MT),INR,EURO,64.86,12,3.25
90240910,H8,TS0099,SUNO0978,MIDE,TK,CH8989,January,2024,RA103,CHE223,Metric Ton (MT),INR,EURO,69.84,12,3.25
90240911,H8,TS0099,SUNO0978,MIDE,UAE,CH8989,January,2024,RA103,CHE223,Metric Ton (MT),INR,EURO,74.82,14,3.25
90240912,H8,TS0099,SUNO0978,MIDE,UAE,CH8989,January,2024,RA103,CHE223,Metric Ton (MT),INR,EURO,79.8,12,3.25
90240913,G6,AS009,HRO09788,MIDE,QT,GUJ6A2,January,2024,RA103,NA,Metric Ton (MT),INR,EURO,20,12,5
90240914,G6,AS009,HRO09788,MIDE,QT,GUJ6A2,January,2024,RA103,NA,Metric Ton (MT),INR,EURO,20,14,5
90240915,G6,AS009,HRO09788,MIDE,QT,GUJ6A2,January,2024,RA103,NA,Metric Ton (MT),INR,EURO,30,12,5
90240916,G6,KA777,SE909993,NSA,MX,KGF909,January,2024,RA103,NA,Metric Ton (MT),INR,USD,30,12,5
90240917,G6,KA777,SE909993,NSA,BR,KGF909,January,2024,RA103,NA,Metric Ton (MT),INR,USD,30,14,5
90240918,G6,KA777,SE909993,NSA,MX,KGF909,January,2024,RA103,NA,Metric Ton (MT),INR,USD,30,12,5
90240919,G6,KA777,SE909993,NSA,MX,KGF909,January,2024,RA103,NA,Metric Ton (MT),INR,USD,40,12,5
90240920,G6,KA777,SE909993,NSA,MX,KGF909,January,2024,RA103,NA,Metric Ton (MT),INR,USD,43,14,5
90240921,G6,KA777,SE909993,NSA,MX,KGF909,January,2024,RA103,NA,Metric Ton (MT),INR,USD,45,12,5
90240922,L3,OD898,JSW09993,NSA,MX,NAN009,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,46,12,3.25
90240923,L3,OD898,JSW09993,NSA,MX,NAN009,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,47,14,3.25
90240924,L3,OD898,JSW09993,NSA,MX,NAN009,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,20,12,3.25
90240925,L3,OD898,JSW09993,NSA,MX,NAN009,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,20,12,3.25
90240926,L3,OD898,JIN099933,NSA,MX,NAN009,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,30,14,3.25
90240927,L3,OD898,JIN099933,NSA,MX,NAN009,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,30,12,3.25
90240928,L3,OD898,JIN099933,NSA,MX,NAN009,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,30,12,3.25
90240929,L3,OD898,JIN099933,NSA,MX,WAR515,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,30,14,3.25
90240930,L3,OD898,JIN099933,NSA,MX,WAR515,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,40,12,3.25
90240931,L3,OD898,JIN099933,NSA,BR,WAR515,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,43,12,3.25
90240932,L3,OD898,TATA0999,NSA,BR,WAR515,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,45,14,3.25
90240933,L3,OD898,TATA0999,NSA,BR,WAR515,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,45,12,3.25
90240934,L3,OD898,TATA0999,NSA,BR,WAR515,January,2024,SE102,RAW903,Metric Ton (MT),INR,USD,45,12,3.25
90240935,R3,AP777,SE909993,NSA,BR,ZZP121,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,30,14,3.25
90240936,R3,AP777,SE909993,NSA,BR,ZZP121,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,30,12,3.25
90240937,R3,AP777,SE909993,NSA,BR,ZZP121,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,30,12,3.25
90240938,R3,AP777,SE909993,NSA,BR,ZZP121,January,2024,AR101,FIN004,Metric Ton (MT),INR,USD,30,14,3.25
90240939,R3,TS009,ATV00993,AFR,GH,ZZP121,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240940,R3,TS009,HRO09788,AFR,GH,EER121,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240941,R3,TS009,ATV00993,AFR,GH,EER121,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,14,3.25
90240942,R3,TS009,ATV00993,AFR,SA,EER121,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240943,R3,TS009,ATV00993,AFR,SA,EER121,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240944,R3,TS009,HRO09788,AFR,SA,SXP243,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,14,3.25
90240945,R3,TS009,ATV00993,AFR,NG,SXP243,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240946,R3,TS009,ATV00993,AFR,NG,SXP243,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240947,R3,TS009,BOT009909,AFR,TN,SXP243,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,14,3.25
90240948,R3,TS009,BOT009909,AFR,TN,SXP243,January,2024,AR101,FIN004,Metric Ton (MT),INR,ZAR,40,12,3.25
90240949,M4,AS009,THE009908,AFR,MA,BOS990,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,12,3.25
90240950,M4,AS009,THE009908,AFR,MA,BOS990,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,14,3.25
90240951,M4,AS009,THE009908,AFR,NM,BOS990,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,12,3.25
90240952,M4,AS009,THE009908,AFR,NM,BOS990,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,12,3.25
90240953,M4,AS009,THE009908,AFR,NM,HYUN002,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,14,3.25
90240954,M4,AS009,THE009908,AFR,nm,HYUN002,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,12,3.25
90240955,M4,AS009,THE009908,AFR,nm,HYUN002,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,12,3.25
90240956,M4,AS009,THE009908,AFR,nm,HYUN002,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,200,14,3.25
90240951,C5,GJ046,COTS00990,AFR,NM,SPAR002,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,12,3.25
90240952,C5,GJ046,COTS00990,AFR,NM,SPAR002,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,12,3.25
90240953,C5,GJ046,COTS00990,AFR,NM,SPAR002,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,14,3.25
90240954,C5,GJ046,COTS00990,AFR,nm,SPAR002,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,12,3.25
90240955,C5,GJ046,COTS00990,AFR,nm,SPAR002,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,12,3.25
90240956,C5,GJ046,COTS00990,AFR,nm,SPAR002,January,2024,SE102,RAW903,Metric Ton (MT),INR,ZAR,100,14,3.25
10019910,A5,MH904,HRO09788,APAC,CN,ADF001,February,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,25.02,333,2
10061010,A4,WB899,HRO09788,APAC,CN,SUN990,February,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,40,11,3
10061090,A4,WB899,HRO09788,APAC,ID,SUN990,February,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,50,279,3
10062000,A4,WB899,HRO09788,APAC,ID,SUN990,February,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,42.9,120,3
10063010,A4,WB899,HRO09788,APAC,HK,SUN990,February,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,200,150,3
10063020,A3,WB899,HRO09788,APAC,HK,SUN990,February,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,80,50,3
10063090,A4,WB899,HRO09788,APAC,BD,SUN990,February,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,300,50,3
10064000,A4,WB899,HRO09788,APAC,BD,SUN990,February,2024,AR101,FIN004,Metric Ton (MT),INR,CNY,350,39,3
21011110,A2,KA777,SE909993,MIDE,TK,GUJ6A2,February,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,674.99,44,2.5
21011120,A2,KA777,SE909993,MIDE,TK,GUJ6A2,February,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,350,50,2.5
21011130,A2,KA777,SE909993,MIDE,UAE,GUJ6A2,February,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,30,1,2.5
21011190,A2,KA777,SE909993,MIDE,UAE,GUJ6A2,February,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,1015.88,84,2.5
21012010,A1,AS009,HRO09788,MIDE,QT,GUJ6A2,February,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,300,210,1.25
21012030,A1,AS009,HRO09788,MIDE,QT,GUJ6A2,February,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,350,1,1.25
21012090,A1,AS009,HRO09788,MIDE,QT,GUJ6A2,February,2024,AR101,FIN004,Metric Ton (MT),INR,EURO,400,90,1.25
9011111,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,370,131,2.5
9011112,A2,KA777,SE909993,NSA,BR,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,375,45,2.5
9011113,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,21.61,45,2.5
9011119,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,300,171,2.5
9011121,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,125.04,1,2.5
9011129,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,320,125,2.5
9011131,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,571.14,86,2.5
9011132,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,2.51,12,2.5
9011133,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,45.73,14,2.5
9011139,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,483.41,33,2.5
9011141,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,600,50,2.5
9011142,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,888.19,48,2.5
9011143,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,11.01,48,2.5
9011145,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,288.84,26,2.5
9011149,A2,KA777,SE909993,NSA,MX,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,550,50,2.5
9011190,A2,KA777,SE909993,NSA,BR,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,64.44,1,2.5
9011200,A2,KA777,SE909993,NSA,BR,KGF909,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,228.08,3,2.5
9012110,A2,KA777,SE909993,NSA,BR,DED121,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,1.77,1,2.5
9012190,A2,KA777,SE909993,NSA,BR,DED121,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,156.18,16,2.5
9012290,A2,KA777,SE909993,NSA,BR,DED121,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,1.5,1,2.5
9019010,A2,KA777,SE909993,NSA,BR,RDF333,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,5.39,2,2.5
9019020,A2,KA777,SE909993,NSA,BR,RDF333,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,37.66,3,2.5
9019090,A2,KA777,SE909993,NSA,BR,RDF333,February,2024,AR101,FIN004,Metric Ton (MT),INR,USD,28.54,2,2.5
